Name,Identity,Form,Alt,Alignment,Type,Size,armour_name,stated_ac,armor_bonus,ac,stated_hp,hp,expected_hp,hp_fudge,level,hd,F,A,S,E,R,I,P,H,K,Res,Pop,Powers,Powers_Rank,Powers_Adj,Powers_Adj_Rank,Equipment,Vehicle,Talents,Talents_Adj,Contacts,Contacts_Adj,Weaknesses,Weaknesses_Adj,Powers_Form,Spd,Att,Dam,Climbing,Escaping,martial_arts,mook,attack_parameters,CR,xp,regen,healing_spells,healing_dice,healing_bonus,sc_ability,log,proficiency,initiative_bonus,AB_F,AB_A,AB_S,AB_E,AB_R,AB_I,AB_P
Queen of Angels,,,,,,,,,,,,,,,,,Am,Ex,In,In,Ex,Ex,Rm,150,70,Ex,,"{'Angel Physiology': 'The Queen of Angels was the monarch of Heven. She and the other Angels were paid by Odin to prevent Asgardians from going to Earth for dubious purposes. Her very body provides her with the following', 'Body Armor': 'Gd protection vs. Physical and Energy', 'Resistance to Disease': 'Un', 'Slowed Aging': 'Ages 1 year for every 100. They may still be killed normally.', 'Winged Flight': 'Ex airspeed', 'Claws': 'Rm Edge'}","{'Angel Physiology': '', 'Body Armor': 'Gd;', 'Resistance to Disease': 'Un;', 'Slowed Aging': '', 'Winged Flight': 'Ex;', 'Claws': 'Rm;'}","{'Angel': 'Testing One Only', 'Body Armor': 'Gd protection vs. Physical and Energy', 'Resist:Disease': 'Testing One Only', 'Slowed Aging': 'Ages 1 year for every 100. They may still be killed normally.', 'Winged Flight': 'Ex airspeed', 'Claws': 'Rm Edge'}",{},"{'Angelic Ribbons': 'Un material, In grappling or Edge', 'Heven Armor': 'The suit of armor worn by the Angels of Heven is made of Un materials and grants', 'Body Armor': 'Rm protection vs. Physical and Energy', 'Self-Sustenance': 'Through an enchantment, the Queen of Angels can go without food, water or oxygen with Un ability'}",{},"{'Leadership': 1, 'Aerial Combat': 1, 'Martial Arts A ': 1, 'Martial Arts B': 1, 'Heven History and Lore': 1}","{'Leadership': 1, 'Aerial Combat': 1, 'Martial Arts A': 1, 'B': 1, 'Heven History and Lore': 1}","{'Heven': 1, 'Dark Council': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Quicksand,,,,,,,,,,,,,,,,,Rm,Rm,In,Mn,Ty,Gd,Rm,175,46,Ty,0,"{'Mineral Body': 'She can transform her body into sand-like particles under her direct control.', 'Topology': 'Am ability to reform her body at will', 'Hammers': 'Am damage', 'Cages': 'In material', 'Armor Skin': 'Am protection vs. Physical, In protection vs. Energy', 'Sandblast': 'In Force, 2 areas', 'Molecular Conversion': 'Am ability to transform sand into her special form.', 'Healing': 'Up to half her damage per day'}","{'Mineral Body': '', 'Topology': 'Am;', 'Hammers': 'Am;', 'Cages': 'In;', 'Armor Skin': 'In;Am;', 'Sandblast': 'In;', 'Molecular Conversion': 'Am;', 'Healing': ''}","{'Mineral Body': 'She can transform her body into sand-like particles under her direct control.', 'Body Transformation-Self': 'Testing One Only', 'Blunt': 'Testing One Only', 'Grappling:Cage': 'Testing One Only', 'Armor Skin': 'Am protection vs. Physical, In protection vs. Energy', 'Force Blast': 'Testing One Only', 'Molecular Conversion': 'Am ability to transform sand into her special form.', 'Healing': 'Up to half her damage per day'}",{},{},{},{'Crime': 1},{'Petty criminal skills': 1},{'Masters of Evil': 1},{},"['Heat- and flame-based attacks fuse her body into glass. ', 'Vulnerable to Winds: In Intensity winds tear her body into helpless particles. ', 'Water-based powers of Mn rank or water-based lifeforms absorb Quicksand into a mindless sludge. ', '', 'Talents: Petty criminal skills ', '', 'Contacts: Masters of Evil']",{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Quicksilver,Pietro Maximoff,,,,,,,,,,,,,,,,Ex,Un,Gd,Rm,Ex,Ty,Ty,160,32,Ty,0,"{'Lightning Speed': 'Sh-X land speed, Quicksilver is able to perform the following power stunts', 'Water Running': '1000 feet with a 100-foot approach', 'Wall Running': '300 feet with a 500-foot approach', 'Thick Skin': 'Gd body armor', 'Resistance to Cold': 'In', 'Enhanced Metabolism': 'In resistance to drugs or alcohol.'}","{'Lightning Speed': 'Sh-X;', 'Water Running': '', 'Wall Running': '', 'Thick Skin': 'Gd;', 'Resistance to Cold': 'In;', 'Enhanced Metabolism': 'In;'}","{'Lightning Speed': 'Sh-X land speed, Quicksilver is able to perform the following power stunts', 'Hyper-Swimming': 'Testing One Only', 'Wall-Crawling': 'Testing One Only', 'Body Armour': 'Testing One Only', 'Resist:Cold': 'Testing One Only', 'Resist:Drugs': 'Testing One Only'}",{},{},{},{'None': 1},{'None': 1},"{'Crystal': 1, 'Inhumans': 1, 'Avengers': 1, 'Knights of Wundegore': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Quicksilver,Pietro Lensherr of Earth-1610,,,,,,,,,,,,,,,,Ex,Un,Gd,Rm,Ex,Ty,Ty,160,32,Gd,,"{'Lightning Speed': 'Sh-Y land speed, Quicksilver can use his speed to perform the following power stunts', 'Water Running': '1000 feet with a 100-foot approach', 'Wall Running': '300 feet with a 500-foot approach', 'Thick Skin': 'Gd Body Armor', 'Resistance to Cold': 'In', 'Enhanced Metabolism': 'In resistance to Drugs or Alcohol.'}","{'Lightning Speed': 'Sh-Y;', 'Water Running': '', 'Wall Running': '', 'Thick Skin': 'Gd;', 'Resistance to Cold': 'In;', 'Enhanced Metabolism': 'In;'}","{'Lightning Speed': 'Sh-Y land speed, Quicksilver can use his speed to perform the following power stunts', 'Hyper-Swimming': 'Testing One Only', 'Wall-Crawling': 'Testing One Only', 'Thick Skin': 'Gd Body Armor', 'Resist:Cold': 'Testing One Only', 'Enhanced Metabolism': 'In resistance to Drugs or Alcohol.'}",{},{},{},{'None': 1},{'None': 1},{'New Marauders': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Quicksilver,Pietro Maximoff,,,,,,,,,,,,,,,,Ex,Gd,Gd,Rm,Ex,Ty,Ty,70,32,Ty,,"{'Time Manipulation': 'Following the loss of his mutant nature, Quicksilver exposed himself to the Terrigen Mists, resulting in him now possessing the power to vibrate his atoms so quickly he travels forward in time with Un ability. Quicksilver is able to perform the following power stunts:', 'Future Propulsion': 'His molecular speed that he generates displaces him out of the mainstream time/space so that he is able to propel himself into the future. He can leap from an hour to up to twelve days, and remain for several minutes to several hours before being recalled to his present time once his body tires, or he can return at will before his time is up. As he returns from his trip, he returns the exact moment he left so as to appear that he has been gone for half a nano-second.', 'Terrigen Exposure': 'After the incident on Genosha, Pietro continued to inhale the Mists of Terrigen and has apparently obtained the power, with the shards of the Mists in his hands, to restore other mutants powers with Am ability.'}","{'Time Manipulation': 'Un;', 'Future Propulsion': '', 'Terrigen Exposure': 'Am;'}","{'Time Manipulation': 'Following the loss of his mutant nature, Quicksilver exposed himself to the Terrigen Mists, resulting in him now possessing the power to vibrate his atoms so quickly he travels forward in time with Un ability. Quicksilver is able to perform the following power stunts:', 'Time Control': 'Testing One Only', 'Empowerment:Restoration': 'Testing One Only'}",{},{},{},{'None': 1},{'None': 1},{'None': 1},{},"['Each time he meets up with his future self (if indeed the person he meets is his future self), the future self looks more and more haggard. ', '', 'Talents: None', '', 'Contacts: None']",{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Quicksilver,Pietro Maximoff,,,,,,,,,,,,,,,,Ex,Un,Gd,Rm,ShY,ShY,CL,160,32,Ty,,"{'Lightning Speed': 'Sh-X land speed, Quicksilver is able to perform the following power stunts', 'Water Running': '1000 feet with a 100-foot approach', 'Wall Running': '300 feet with a 500-foot approach', 'Thick Skin': 'Gd body armor', 'Resistance to Cold': 'In', 'Enhanced Metabolism': 'In resistance to drugs or alcohol.', 'Possessed': ""Quicksilver has been possess by Chthon. As Chthon possess Pietro's body, he has the following abilities:"", 'Immortality': 'Chthon cannot be permanently killed in any plane or dimension', 'Invulnerability': 'CL3000 resistaance to Fire, Heat, Cold, Electricity, Radiation, Toxins, Corrosives, and Disease', 'Body Resistance': 'CL1000 resistance to Physcial and Energy damage in his home dimension. Reduced to Un outside it', 'Regeneration': 'When in his dimension, he has CL1000 regernative abilities.', 'Mystical Energy Powers': 'In his own dimension, Chthon possesses all Powers and magical spells at CL1000 rank. When effecting another dimension or plane his power levels drop to Un rank.'}","{'Lightning Speed': 'Sh-X;', 'Water Running': '', 'Wall Running': '', 'Thick Skin': 'Gd;', 'Resistance to Cold': 'In;', 'Enhanced Metabolism': 'In;', 'Possessed': '', 'Immortality': '', 'Invulnerability': 'CL3000;', 'Body Resistance': 'Un;CL1000;', 'Regeneration': 'CL1000;', 'Mystical Energy Powers': 'In;Un;CL1000;'}","{'Lightning Speed': 'Sh-X land speed, Quicksilver is able to perform the following power stunts', 'Hyper-Swimming': 'Testing One Only', 'Wall-Crawling': 'Testing One Only', 'Body Armour': 'Testing One Only', 'Resist:Cold': 'Testing One Only', 'Resist:Drugs': 'Testing One Only', 'Demon': 'Testing One Only', 'Immortality': 'Chthon cannot be permanently killed in any plane or dimension', 'Invulnerability': 'CL3000 resistaance to Fire, Heat, Cold, Electricity, Radiation, Toxins, Corrosives, and Disease', 'Body Resistance': 'CL1000 resistance to Physcial and Energy damage in his home dimension. Reduced to Un outside it', 'Regeneration': 'When in his dimension, he has CL1000 regernative abilities.', 'Magic': 'Testing One Only'}",{},{},{},"{'History': 1, 'Geology': 1, 'Mystic Backgroud': 1}","{'History': 1, 'Geology': 1, 'Occult Lore': 1, 'Mystic Background': 1}",{'Mordred the Mystic': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Quill,Maxwell Jordan,,,,,,,,,,,,,,,,Ty,Ty,Ty,Ex,Ty,Ty,Gd,38,22,Ty,,{},{},{},{},{},{},{'Student': 1},{'Student': 1},"{'Xavier Institute for Higher Learning': 1, 'Corsairs': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Celestial Messiah,Sequoia/Quoi,,,,,,,,,,,,,,,,Rm,Ex,In,Am,Rm,Rm,Mn,140,135,In,,"{'Human/Cotati Hybrid Physiology': 'Quoi had enhanced abilities of a plant and a human. His body grants him the following:', 'Photosynthesis': 'He could breathe oxygen like a human, or photosynthesize, and thus did not require food or oxygen to survive', 'Self-Sustenance': 'He can survive in the vacuum of space', 'Air Manipulation': 'Am ability to manipulate the oxygen and carbon dioxide in the air.', 'Energy Absorption': 'Am ability to absorb power from other beings, even powerful beings such as Thanos', 'Chlorokinesis': 'Rm control over plant-life, which can be vastly increased through means like the Death Blossom'}","{'Human/Cotati Hybrid Physiology': '', 'Photosynthesis': '', 'Self-Sustenance': '', 'Air Manipulation': 'Am;', 'Energy Absorption': 'Am;', 'Chlorokinesis': 'Rm;'}","{'Plant Control': 'Testing One Only', 'Photosynthesis': 'Testing One Only', 'Self-Sustenance': 'He can survive in the vacuum of space', 'Air Control': 'Testing One Only', 'Energy Absorption': 'Am ability to absorb power from other beings, even powerful beings such as Thanos'}",{},{},{},"{'Leadership': 1, 'Weapon Specialist': 1}","{'Leadership': 1, 'Swordsmanship': 1}","{'The Cotati': 1, 'Empyre': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Rachel Carpenter,,,,,,,,,,,,,,,,,Pr,Pr,Pr,Pr,Ty,Ty,Ty,16,18,Fe,,{},{},{},{},{},{},{'Student': 1},{'Student': 1},{'Julia Carpenter': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Radioactive Man,Dr. Chen Lu,,,,,,,,,,,,,,,,Gd,G1,Rm,Ex,Ex,Ty,Ty,70,32,Gd,,"{'Radioactivity Manipulation': 'The Radioactive Man’s body is a living nuclear reactor. He always gives off Fe radiation except when wearing his special harness, which allows him to control his power. Lu has developed the following Power Stunts', 'Invulnerability to Radiation': 'CL1000', 'Radiation/Heat Bolts': 'Un Energy, 10 areas', 'Light-Flash': 'Mn intensity to temporarily blind opponents, 1 area', 'Controlled Light-Effect': 'Hypnotize a target at Rm rank, range of 1 area.', 'Heat Burst': 'Sh-X intensity burst, up to 10 areas.', 'Force-Field': 'Mn protection vs. Physical and Energy attacks. If he makes a successful Am rank FEAT roll, he can redirect any projectile over 1 pound thrown at him at a target of his choice. Damage is -1CS.'}","{'Radioactivity Manipulation': '', 'Invulnerability to Radiation': 'CL1000;', 'Radiation/Heat Bolts': 'Un;', 'Light-Flash': 'Mn;', 'Controlled Light-Effect': 'Rm;', 'Heat Burst': 'Sh-X;', 'Force-Field': 'Am;Mn;'}","{'Radioactivity Manipulation': 'The Radioactive Man’s body is a living nuclear reactor. He always gives off Fe radiation except when wearing his special harness, which allows him to control his power. Lu has developed the following Power Stunts', 'Resist:Radiation': 'Testing One Only', 'Energy Blast:Radiation': 'Testing Multi', 'Energy Blast:Heat': 'Testing Multi', 'Light Manipulation': 'Testing One Only', 'Mind Control': 'Testing One Only', 'Energy Area:Heat': 'Testing One Only', 'Force Field': 'Testing One Only'}",{},{},{},"{'Radiation': 1, 'Nuclear Physics': 1}","{'Radiation': 1, 'Nuclear Physics': 1}",{'Thunderbolts': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Radius,Jared Corbo,,,,,,,,,,,,,,,,Ex,Gd,Gd,Ex,Ty,Ty,Ty,60,18,Rm,,{},{},{},{},{},{},{'Military': 1},{'Military Trainning': 1},{'X-Corps': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Rage,Elvin Holiday,,,,,,,,,,,,,,,,Rm,Gd,Mn,Mn,Gd,Gd,Gd,190,30,Fb,,"{'Body Armor': 'In protection vs. physical attacks and Rm protection vs. energy attacks.', 'Lightning Speed': 'He can move at Rm land speed (6 areas per turn)'}","{'Body Armor': 'Rm;In;', 'Lightning Speed': 'Rm;'}","{'Body Armor': 'In protection vs. physical attacks and Rm protection vs. energy attacks.', 'Lightning Speed': 'He can move at Rm land speed (6 areas per turn)'}",{},{},{},{'None': 1},{'None': 1},"{'Avengers': 1, 'New Warriors': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Ragnarok,,,,,,,,,,,,,,,,,Un,Ex,Un,Un,Gd,Ex,Am,320,80,Ex,,"{'Cybernetic Clone': 'Ragnarok is a cyborg clone of Thor created by Tony Stark, Criti Noll and Reed Richards. Its very body gives it the following abilities:', 'Invulnerability': 'Ex resistance to Physical, Heat, Cold, Radiation and Energy', 'Immune to Disease and Toxins': 'CL1000', 'Self-Sustenance': ""Doesn't need to eat, sleep or breathe""}","{'Cybernetic Clone': '', 'Invulnerability': 'Ex;', 'Immune to Disease and Toxins': 'CL1000;', 'Self-Sustenance': ''}","{'Cyborg': 'Testing One Only', 'Invulnerability': 'Ex resistance to Physical, Heat, Cold, Radiation and Energy', 'Immune to Disease and Toxins': 'CL1000', 'Life Support': 'Testing One Only'}",{},"{'Mechanical Mjolnir': ""CL1000 material, Ragnarok's Fighting is Sh-Y and he inflicts Un damage. Mjolnir can be thrown up to 10 areas. Mjolnir has the following power stunts"", 'Flight': 'Am', 'Deflection': 'Rm protection vs. physical, energy and magical attacks.', 'Weather Control': 'Un, Mn Lightning (even without a storm)', 'Air Control': 'Mn', 'Light Emission': 'In', 'Magic Detection': 'Gd'}",{},"{'Asgard Lore': 1, 'Weapon Specialist': 1}","{'Asgardian Lore': 1, 'Swords': 1, 'Weapon Specialist: (Mjolnir)': 1}",{'Dark Avengers': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
R.A.I.D. Agent,,,,,,,,,,,,,,,,,Gd,Ty,Ty,Ty,Gd,Gd,Ty,28,26,Gd,,{},{},{},{},"{'Automatic Rifle': 'Gd material, Ex Shooting, 5 areas, requires two hands to hold, a burst may hit up to 3 adjacent targets on a Yellow FEAT', 'Helmet': 'Gd protection vs. Blinding attacks'}",{},"{'Guns': 1, 'Science': 1}","{'Guns': 1, '1 Scientific Skill': 1}","{'R.A.I.D.': 1, 'A.I.M.': 1, 'Red Skull': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
The Raiders,,,,,,,,,,,,,,,,,Rm,In,Mn,Un,N/,N/,N/,245,N/A,N/A,,{},{},{},{},{},{},"{'None': 1, 'Computer': 1, 'Robotics': 1}","{'None': 1, 'Computers': 1, 'Robotics': 1}",{'None': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Raina,,,,,,,,,,,,,,,,,In,Am,In,Am,Gd,Gd,Rm,180,50,Ex,,"{'Hyper-Leaping': 'Gd', 'Hyper-Running': 'Pr'}","{'Hyper-Leaping': 'Gd;', 'Hyper-Running': 'Pr;'}","{'Leaping': 'Testing One Only', 'Hyper-Running': 'Pr'}",{},{},{},"{'Leadership': 1, 'Martial Arts A': 1, 'Acrobatics': 1}","{'Leadership': 1, 'Hand-to-Hand Combat': 1, 'Acrobatics': 1}","{'Hauk’Ka': 1, 'Saurians': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Rain Boy,,,,,,,,,,,,,,,,,Ty,Ty,Ty,Ex,Ty,Ty,Ty,,Karma:,,Pop:,"{'Living Water Body': 'He can transform any or all of his body into a coherent watery mass. He has developed the following power stunts', 'Water Jets': 'Ex Force, 3 areas', 'Body Armor': 'In protection vs. Physical', 'Water Absorbtion': 'Able to absorb ordinary water to heal himself for 1 point per gallon.'}","{'Living Water Body': '', 'Water Jets': 'Ex;', 'Body Armor': 'In;', 'Water Absorbtion': ''}","{'Body Transformation-Self': 'Testing One Only', 'Water Jets': 'Ex Force, 3 areas', 'Body Armor': 'In protection vs. Physical', 'Healing': 'Testing One Only'}",{},{},{},{'Student': 1},{'Student': 1},"{'Xavier Institute for Higher Learning': 1, 'Gambit’s Squad': 1}",{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Rajah,Kabir Mahadevu,,,,,,,,,,,,,,,,Pr,Ty,Pr,Ty,Gd,Ty,Ty,20,22,Gd,,{},{},{},{},{},{},{'Animal Trainer': 1},{'Animal Trainer: (Elephants)': 1},{'Circus of Crime': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
"Rajani ""Joni"" Dhama",,,,,,,,,,,,,,,,,Ex,Gd,Ty,Rm,Ex,Gd,Ex,66,50,Rm,,{},{},{},{},{},{},"{'Aerial Combat': 1, 'Guns': 1, 'Martial Arts B': 1, 'Military': 1, 'Pilot': 1, 'Computer': 1}","{'Aerial Combat': 1, 'Guns': 1, 'Martial Arts B': 1, 'Military': 1, 'Pilot': 1, 'Computers': 1}",{'Sentinel Squad O*N*E': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
Rakkus,David Anthony Rice,,,,,,,,,,,,,,,,Ex,Gd,Am,Mn,Ty,Ty,Rm,155,42,Pr,,"{'Possession': ""Rakkus is a parasitical metamorph. His true form or if he even has an actual physical body is unknown. He enters the host body and quickly takes over requiring an Endurance or Psyche Feat (whichever is higher) to avoid the possession, rolling against Rakkus' Psyche. When possessed, the victim is conscious of what is happening and can make an attempt to break free of the possession at a dramatic moment, such as when being appealed to by a close friend or loved one. Rakkus uses the victims physical stats until he wishes to reveal himself and unleash his powers."", 'Power Creation': 'When Rakkus possesses, he is able to alter the victims DNA to create powers, abilities or defenses against other powers. He possesses this ability at Am rank. He can adapt his powers on the &#64258;y.', 'Fydor Form': 'When Rakkus battled Quicksilver, Crystal and the High Evolutionary, he had been possessing the body of Fydor, a close friend of Bova, a con&#64257;dant and creation of the High Evolutionary, in an attempt to draw him out for assassination. The stats presented are for him in the form of a giant reptilian and here are the powers he displayed in that form:', 'Body Armor': 'In protection vs. Physical and Energy', 'Fire Breath': 'Rm', 'Teeth and Claws': 'In material, In Edge', 'Tail': 'Can strike opponents behind him for Am damage', 'Growth': ""In this form, Rakkus stands 25' tall and as thus is +3cs to be hit by opponents.""}","{'Possession': '', 'Power Creation': 'Am;', 'Fydor Form': '', 'Body Armor': 'In;', 'Fire Breath': 'Rm;', 'Teeth and Claws': 'In;', 'Tail': 'Am;', 'Growth': 'In;'}","{'Possession': ""Rakkus is a parasitical metamorph. His true form or if he even has an actual physical body is unknown. He enters the host body and quickly takes over requiring an Endurance or Psyche Feat (whichever is higher) to avoid the possession, rolling against Rakkus' Psyche. When possessed, the victim is conscious of what is happening and can make an attempt to break free of the possession at a dramatic moment, such as when being appealed to by a close friend or loved one. Rakkus uses the victims physical stats until he wishes to reveal himself and unleash his powers."", 'Power Creation': 'When Rakkus possesses, he is able to alter the victims DNA to create powers, abilities or defenses against other powers. He possesses this ability at Am rank. He can adapt his powers on the &#64258;y.', 'Body Transformation-Self': 'Testing One Only', 'Body Armour': 'Testing One Only', 'Fire Breath': 'Rm', 'Edged': 'Testing Multi', 'Tail': 'Can strike opponents behind him for Am damage', 'Growth': ""In this form, Rakkus stands 25' tall and as thus is +3cs to be hit by opponents.""}",{},{},{},{'Detective/Espionage': 1},{'Detective/Espionage': 1},{'Acolytes': 1},{},[''],{},{},0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,
